Time	Iteration	Average_Return	Std_Return	Max_Return	Min_Return	Average_Advs	Std_Advs	Max_Advs	Min_Advs	Num_Total_Ep	Mean_Ep_Len	Std_Ep_Len	Sec_per_iteration: 
40.180731	0	-260.4347654546551	45.54854403894833	-148.81027347967304	-397.2934921845622	-1.7008616737257399e-15	4.795151021158422e-14	1.4210854715202004e-13	-1.0658141036401503e-13	50	150.0	0.0	40.180731
36.008086000000006	1	-220.01869739860516	41.475550191786034	-156.7337309000954	-337.7573242356568	1.304734098539484e-14	4.216300363877611e-14	1.0302869668521453e-13	-1.1368683772161603e-13	50	150.0	0.0	36.008086000000006
37.642161	2	-209.10403868464581	40.39365954359696	-121.29593549953434	-296.36881802739146	1.4299672557172017e-15	4.2116193826798235e-14	9.592326932761353e-14	-1.1013412404281553e-13	50	150.0	0.0	37.642161
36.272789999999986	3	-193.6188982461959	34.85752884902619	-125.92634139114398	-270.24875020009966	-2.0250467969162854e-15	3.160669483057551e-14	5.684341886080802e-14	-9.237055564881302e-14	50	150.0	0.0	36.272789999999986
38.578776000000005	4	-166.65326267280957	48.756729649649166	-64.47179325117425	-294.54280895124464	3.623767952376511e-15	3.499009968824348e-14	1.1013412404281553e-13	-5.684341886080802e-14	50	150.0	0.0	38.578776000000005
38.944781000000006	5	-131.8552277405756	58.12107581556292	-32.92760314137619	-330.2035181164663	-4.085620730620576e-16	2.5569180476553594e-14	6.750155989720952e-14	-8.881784197001252e-14	50	150.0	0.0	38.944781000000006
38.89090900000002	6	-90.25249229193578	42.23503192332915	10.448894541209995	-200.56646698516613	6.150635556423367e-16	1.5620095580753222e-14	7.460698725481052e-14	-3.730349362740526e-14	50	150.0	0.0	38.89090900000002
39.53409899999997	7	-77.92212485762616	39.622799843597285	11.354201728674143	-167.4790826317452	-1.6697754290362353e-15	1.2463190998259094e-14	2.930988785010413e-14	-2.930988785010413e-14	50	150.0	0.0	39.53409899999997
38.24086900000003	8	-65.48528529446092	35.24738966766118	27.6478868152931	-137.88491962715977	7.549516567451064e-16	1.065564274179288e-14	4.218847493575595e-14	-1.4210854715202004e-14	50	150.0	0.0	38.24086900000003
39.04058600000002	9	-73.83068715801042	27.239168752597635	-9.092639155474439	-130.6388158236146	-1.318944953254686e-15	1.2695450336334275e-14	2.842170943040401e-14	-2.842170943040401e-14	50	150.0	0.0	39.04058600000002
40.260576000000015	10	-75.65083394461982	24.501805787779748	-35.09364414910224	-148.14349360836394	1.7363888105137449e-15	1.5249126596934074e-14	3.552713678800501e-14	-4.973799150320701e-14	50	150.0	0.0	40.260576000000015
32.235837000000004	11	-75.56272255892453	21.468138662051	-34.75515210145681	-134.94893650727334	2.7000623958883807e-15	1.0905022663186866e-14	4.263256414560601e-14	-2.1316282072803006e-14	50	150.0	0.0	32.235837000000004
38.10039999999998	12	-49.996531053262395	17.923139388800497	-17.685785188435737	-99.14777400967239	-1.2745360322696798e-15	1.5542919965637595e-14	2.842170943040401e-14	-4.263256414560601e-14	50	150.0	0.0	38.10039999999998
38.045319000000006	13	-38.793144113087855	24.059510976263226	4.5465953796418095	-96.36681131219956	-7.149836278586009e-16	1.7488957617686544e-14	6.039613253960852e-14	-4.263256414560601e-14	50	150.0	0.0	38.045319000000006
38.79883300000006	14	-19.778094935595803	27.48244384352126	24.958203854571927	-109.30750042747499	1.80855330711438e-15	2.3765049560549067e-14	1.0480505352461478e-13	-6.039613253960852e-14	50	150.0	0.0	38.79883300000006
38.419442000000004	15	-25.310832193822264	30.34314777196218	21.773951471741398	-119.34199604379211	1.6053824936079765e-15	2.976810179242876e-14	8.348877145181177e-14	-1.1690648449302898e-13	50	150.0	0.0	38.419442000000004
39.09929599999998	16	-26.92622742994212	27.520396117662642	24.03613700432232	-103.75422275554081	-1.7386092565629952e-15	2.0750939857806605e-14	5.684341886080802e-14	-8.526512829121202e-14	50	150.0	0.0	39.09929599999998
38.705287999999996	17	-5.578908817588438	25.063488725925485	40.082389041802486	-77.41409817349589	1.4876988529977099e-16	1.9828864316833956e-14	8.526512829121202e-14	-5.3290705182007514e-14	50	150.0	0.0	38.705287999999996
38.85321099999999	18	4.057319779583671	22.943295073909013	54.0104360405116	-43.10761582595434	3.517186542012496e-15	2.2033241679234633e-14	5.861977570020827e-14	-5.861977570020827e-14	50	150.0	0.0	38.85321099999999
38.45131300000003	19	6.4116570089953004	25.413797905050938	59.14611192150499	-62.03905268044086	5.861977570020827e-16	1.9234434182437836e-14	6.394884621840902e-14	-4.618527782440651e-14	50	150.0	0.0	38.45131300000003
41.84480800000006	20	-11.486374534668295	37.75846468171683	61.04605311861857	-123.70907644537242	1.5143442055887136e-15	1.396282367221553e-14	3.6637359812630166e-14	-2.930988785010413e-14	50	150.0	0.0	41.84480800000006
36.152106	21	-23.19390460276085	33.17532487112766	48.98357933277709	-87.70003047473543	1.0524914273446484e-15	1.1021092648756533e-14	2.842170943040401e-14	-2.1316282072803006e-14	50	150.0	0.0	36.152106
39.299486	22	-32.950627283189505	42.887982090865236	61.6382688932022	-119.96587076084975	3.2507330161024585e-15	1.3567471194450859e-14	2.842170943040401e-14	-4.263256414560601e-14	50	150.0	0.0	39.299486
39.63480000000004	23	-25.535364689091757	38.035827385726016	48.307436617553435	-107.4469904287927	-1.3677947663381929e-15	1.3030773103364759e-14	2.842170943040401e-14	-2.842170943040401e-14	50	150.0	0.0	39.63480000000004
