Time	Iteration	Average_Return	Std_Return	Max_Return	Min_Return	Average_Advs	Std_Advs	Max_Advs	Min_Advs	Num_Total_Ep	Mean_Ep_Len	Std_Ep_Len	Sec_per_iteration: 
10.668089	0	7.5	3.856163896931768	26.0	3.0	4.818367926873179e-16	1.6790610156336858e-15	6.217248937900877e-15	-2.886579864025407e-15	100	7.5	3.856163896931768	10.668089
5.132909	1	11.01	7.5835282026244215	41.0	3.0	2.597921877622866e-16	2.4958159301195767e-15	9.103828801926284e-15	-6.8833827526759706e-15	100	11.01	7.5835282026244215	5.132909
8.487079000000001	2	19.52	11.049416274174849	52.0	4.0	2.5313084961453567e-16	5.547385297074136e-15	1.9539925233402755e-14	-2.020605904817785e-14	100	19.52	11.049416274174849	8.487079000000001
9.890699999999999	3	23.56	12.590726746300229	72.0	4.0	-1.8118839761882555e-15	4.66586677162133e-15	7.993605777301127e-15	-2.2648549702353193e-14	100	23.56	12.590726746300229	9.890699999999999
15.093413999999996	4	34.35	15.584206749141902	92.0	10.0	-3.397282455352979e-16	6.850027838141766e-15	2.2870594307278225e-14	-2.4646951146678475e-14	100	34.35	15.584206749141902	15.093413999999996
15.613144999999996	5	35.96	17.89464724435774	99.0	10.0	-1.3944401189291967e-15	8.066308099045038e-15	3.552713678800501e-14	-2.886579864025407e-14	100	35.96	17.89464724435774	15.613144999999996
14.106269999999995	6	47.63	25.17326160830177	163.0	12.0	1.887379141862766e-16	1.0085244200971065e-14	3.552713678800501e-14	-2.6201263381153694e-14	100	47.63	25.17326160830177	14.106269999999995
10.303072	7	50.7	24.07426011324128	142.0	8.0	1.1368683772161603e-15	1.1143554885972536e-14	3.9745984281580604e-14	-2.930988785010413e-14	100	50.7	24.07426011324128	10.303072
10.307700999999994	8	48.76	23.60979457767475	124.0	7.0	1.874056465567264e-15	1.046969486074378e-14	5.062616992290714e-14	-1.7319479184152442e-14	100	48.76	23.60979457767475	10.307700999999994
12.987352000000001	9	62.37	36.327580431402254	197.0	12.0	4.274358644806853e-15	1.5912943226383345e-14	6.927791673660977e-14	-2.1316282072803006e-14	100	62.37	36.327580431402254	12.987352000000001
15.551467000000002	10	73.09	37.66486293616373	200.0	10.0	1.5720758028692217e-15	1.8250031812927608e-14	6.972200594645983e-14	-9.947598300641403e-14	100	73.09	37.66486293616373	15.551467000000002
16.96343299999998	11	77.57	37.357263015376276	200.0	6.0	4.585221091701896e-15	1.845997105803958e-14	6.306066779870889e-14	-8.526512829121202e-14	100	77.57	37.357263015376276	16.96343299999998
18.067295	12	84.81	38.389241982617996	185.0	20.0	6.1817218011128716e-15	2.0908461392965836e-14	1.0746958878371515e-13	-3.086420008457935e-14	100	84.81	38.389241982617996	18.067295
23.712278999999995	13	112.37	48.705575656181296	200.0	28.0	2.0672352718520416e-15	3.342911865484423e-14	9.725553695716371e-14	-1.1368683772161603e-13	100	112.37	48.705575656181296	23.712278999999995
24.674667999999997	14	120.17	49.38057411573907	200.0	12.0	-4.241051954068098e-15	3.218920067573248e-14	6.794564910705958e-14	-9.947598300641403e-14	100	120.17	49.38057411573907	24.674667999999997
30.930653000000007	15	142.99	47.707755134778665	200.0	29.0	-3.0664359940146825e-15	3.5522386034209707e-14	8.526512829121202e-14	-8.526512829121202e-14	100	142.99	47.707755134778665	30.930653000000007
31.807765000000018	16	149.32	46.08815032087966	200.0	30.0	-1.0751399770470016e-14	4.628824490448235e-14	9.947598300641403e-14	-1.1368683772161603e-13	100	149.32	46.08815032087966	31.807765000000018
33.068325000000016	17	152.5	42.02915654637861	200.0	37.0	-1.3422596367718143e-14	3.857914146421381e-14	5.5067062021407764e-14	-1.1368683772161603e-13	100	152.5	42.02915654637861	33.068325000000016
33.710421	18	155.63	51.83312743796191	200.0	28.0	8.15347789284715e-15	2.2500933179160978e-14	5.684341886080802e-14	-8.526512829121202e-14	100	155.63	51.83312743796191	33.710421
26.19372000000004	19	121.72	38.09569004493815	200.0	22.0	7.87148124459236e-15	2.4682080673403453e-14	9.903189379656396e-14	-4.263256414560601e-14	100	121.72	38.09569004493815	26.19372000000004
28.863075999999978	20	126.92	37.87206886347774	200.0	29.0	4.147793219999585e-15	2.16539346835037e-14	5.684341886080802e-14	-8.526512829121202e-14	100	126.92	37.87206886347774	28.863075999999978
40.210635999999965	21	181.5	42.42793890822414	200.0	18.0	8.01136934569513e-15	2.2733608955256666e-14	5.684341886080802e-14	-4.263256414560601e-14	100	181.5	42.42793890822414	40.210635999999965
42.89244000000002	22	191.93	25.176677699807815	200.0	73.0	1.2423395645555502e-14	2.0894677531947365e-14	5.684341886080802e-14	-5.684341886080802e-14	100	191.93	25.176677699807815	42.89244000000002
42.113815000000045	23	188.26	25.595944991345796	200.0	20.0	1.3711254354120683e-14	2.294328731552697e-14	5.684341886080802e-14	-3.552713678800501e-14	100	188.26	25.595944991345796	42.113815000000045
23.384225000000015	24	106.54	22.003826939875708	174.0	27.0	1.1424194923392861e-14	1.8957782296149252e-14	8.43769498715119e-14	-2.1316282072803006e-14	100	106.54	22.003826939875708	23.384225000000015
42.09017000000006	25	191.89	23.5261110258368	200.0	42.0	1.1994849558050192e-14	2.297890214185505e-14	8.526512829121202e-14	-4.263256414560601e-14	100	191.89	23.5261110258368	42.09017000000006
44.448406999999975	26	200.0	0.0	200.0	200.0	1.1368683772161604e-14	1.9171491151200883e-14	4.263256414560601e-14	-2.842170943040401e-14	100	200.0	0.0	44.448406999999975
